SA2 Code 2016,SA2 Name,median_age,population,median_weekly_personal_income,average_life_satisfaction_score,percent_unemployed,homeless_rate,housing_stress_30_40_rule,gini_coefficient,poverty_rate,ier_score,percent_nonreligious,percent_citizenship,sentiment,counts,suburb_code
120011385,Drummoyne - Rodd Point,40,18269,1071,78.62578166202064,3.6,0.002080026274016093,14.3,0.3282005000000012,9.3,1056,27.1,29.2,0.4551374199307768,130,120011385
120011384,Concord West - North Strathfield,31,24822,753,75.55893456375838,7.2,0.003746676335508823,24.8,0.33464345,15.6,972,45.9,59.2,0.07621224438664172,97,120011384
120011383,Concord - Mortlake - Cabarita,41,21718,862,77.96239005156202,4.3,0.0020259692421033242,15.5,0.33225426000000147,11.3,1062,28.5,29.2,0.2311989831563257,78,120011383
119041382,Sans Souci - Ramsgate,44,15921,737,77.96110103840448,4.6,0.0011933923748508259,19.8,0.31344460000000146,13.2,1011,15.6,20.9,0.32902091663868177,43,119041382
119041381,Rockdale - Banksia,33,19957,651,75.9947403024326,7.2,0.010773162298942728,24.0,0.2716446,15.5,943,20.4,49.2,-0.1487652897164358,41,119041381
119041380,Monterey - Brighton-le-Sands - Kyeemagh,41,13915,710,77.38193709723959,4.9,0.0020122170319798777,23.8,0.3018243600000025,15.4,984,15.2,26.8,0.42373443158777435,67,119041380
119041379,Kogarah Bay - Carlton - Allawah,36,15961,665,76.12469635627531,6.2,0.0020048869118476286,23.1,0.29374716,16.1,989,28.4,38.1,0.0969464329916373,33,119041379
119041377,Kingsgrove (South) - Bardwell Park,40,12598,623,77.11166562694947,5.6,0.0019844419749166535,18.8,0.3216624600000017,14.9,1016,25.7,24.7,0.33366801330844387,4,119041377
119041376,Bexley,36,26474,606,76.72596029904615,6.7,0.004948251114300824,23.5,0.2893011000000003,17.3,986,20.9,35.5,0.35665078524486493,10,119041376
119041375,Arncliffe - Bardwell Valley,31,21457,694,76.1361007973705,6.6,0.012257072284103089,26.1,0.30198392000000135,17.7,952,35.1,54.2,0.043238815768444565,56,119041375
