SA2 Code 2016,SA2 Name,median_age,population,median_weekly_personal_income,average_life_satisfaction_score,percent_unemployed,homeless_rate,housing_stress_30_40_rule,gini_coefficient,poverty_rate,ieo_score,percent_nonreligious,percent_citizenship,sentiment,counts,suburb_code
506021122,Rivervale - Kewdale - Cloverdale,33,25386,694,76.81527955138526,9.4,0.003545261167572678,22.4,0.3138339500000003,17.8,987,24.9,53.0,0.13772692307692308,104,506021122
506021123,Victoria Park - Lathlain - Burswood,34,14517,856,77.17640583432713,8.1,0.002962044499552249,20.9,0.31832700000000136,12.0,1082,31.9,55.3,0.25382454212454214,546,506021123
506031124,Bentley - Wilson - St James,31,20033,484,76.03527929441411,13.8,0.006838716118404632,20.2,0.34835880000000136,20.6,1022,26.9,61.1,0.19439478260869567,115,506031124
506031125,Canning Vale - West,37,9971,700,78.38305807139052,8.7,0.001303780964797914,15.0,0.300521600000001,11.4,1039,23.7,38.3,0.41877499999999995,12,506031125
506031127,Cannington - Queens Park,30,18034,604,76.46008243016334,11.2,0.005933237218587113,25.1,0.28194103,19.4,983,18.8,60.0,0.0918141304347826,184,506031127
506031128,Parkwood - Ferndale - Lynwood,38,13811,647,77.72335947962502,9.2,0.0019549634349431614,18.4,0.29194075,16.1,982,25.0,40.5,0.3569933333333334,15,506031128
506031129,Riverton - Shelley - Rossmoyne,41,13465,639,78.31256852387122,8.8,0.0020794652803564797,16.3,0.31327975,13.2,1084,23.7,39.1,0.4474349999999999,20,506031129
506031131,Willetton,38,18179,626,77.86222222222223,9.5,0.0015402387370042356,17.4,0.2890648000000011,14.3,1064,25.3,41.6,0.2363612244897959,49,506031131
506041132,Beckenham - Kenwick - Langford,33,18900,561,76.99350649350649,11.1,0.006931216931216931,24.5,0.2866927,21.6,920,19.1,49.3,0.2894453488372093,86,506041132
506041133,Canning Vale - East,33,23023,733,78.08808618504436,8.2,0.0020414368240455195,18.9,0.281092,12.7,1022,22.7,43.5,0.16117611940298507,67,506041133
506041134,Gosnells,35,20282,560,77.68396427052318,12.2,0.002218716102948427,26.2,0.2879365000000003,22.9,878,18.3,42.2,0.18232666666666664,30,506041134
506041135,Huntingdale - Southern River,32,19051,737,78.5916027636474,8.2,0.00036743478032649204,22.8,0.27459234,15.6,981,19.5,41.0,0.19724878048780486,41,506041135
506041136,Maddington - Orange Grove - Martin,35,13652,567,77.93142387845191,12.1,0.00798417814239672,22.8,0.28752047000000136,21.7,892,14.2,42.6,0.2769785714285714,28,506041136
506041137,Thornlie,37,23205,615,78.18832983927324,9.3,0.0024132730015082957,20.9,0.282222480000001,16.9,940,21.4,41.4,0.033702631578947366,38,506041137
506051138,Forrestfield - Wattle Grove,35,18686,743,78.43893618624274,7.7,0.0026222840629348174,21.3,0.2789218400000003,14.1,949,22.3,41.0,0.23030683060109292,366,506051138
506051139,High Wycombe,35,12321,744,78.43058118081181,8.2,0.0004869734599464329,22.1,0.2800624000000003,14.7,921,26.6,40.9,0.3028,3,506051139
